id_producto;id_producto_alternativo;id_subcategoria_producto;desc_producto_english;desc_producto;costo;producto_terminado?;Color;nivel_Stock_seguridad;punto_reorden;precio_lista;talle;rango_talle;peso;dias_necesarios_producir;linea_producto;precio_proveedor;clase;estilo;modelo;fecha_inicio;fecha_fin;estado;EnglishProductSubcategoryName;desc_subcategoria;id_categoria_producto;EnglishProductCategoryName;desc_categoria
315;BK-R68R-58;2;Road-450 Red, 58;Carretera-450 Rojo, 58;884,7083;VERDADERO;Rojo;100;75;1457,99;58;54-58 CM;17,79;4;R ;874,794;M ;U ;Road-450;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
316;BK-R68R-60;2;Road-450 Red, 60;Carretera-450 Rojo, 60;884,7083;VERDADERO;Rojo;100;75;1457,99;60;60-62 CM;17,9;4;R ;874,794;M ;U ;Road-450;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
317;BK-R68R-44;2;Road-450 Red, 44;Carretera-450 Rojo, 44;884,7083;VERDADERO;Rojo;100;75;1457,99;44;42-46 CM;16,77;4;R ;874,794;M ;U ;Road-450;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
318;BK-R68R-48;2;Road-450 Red, 48;Carretera-450 Rojo, 48;884,7083;VERDADERO;Rojo;100;75;1457,99;48;48-52 CM;17,13;4;R ;874,794;M ;U ;Road-450;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
319;BK-R68R-52;2;Road-450 Red, 52;Carretera-450 Rojo, 52;884,7083;VERDADERO;Rojo;100;75;1457,99;52;48-52 CM;17,42;4;R ;874,794;M ;U ;Road-450;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
320;BK-R50R-58;2;Road-650 Red, 58;Carretera-650 Rojo, 58;413,1463;VERDADERO;Rojo;100;75;699,0982;58;54-58 CM;19,79;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
321;BK-R50R-58;2;Road-650 Red, 58;Carretera-650 Rojo, 58;486,7066;VERDADERO;Rojo;100;75;782,99;58;54-58 CM;19,79;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
322;BK-R50R-60;2;Road-650 Red, 60;Carretera-650 Rojo, 60;413,1463;VERDADERO;Rojo;100;75;699,0982;60;60-62 CM;19,9;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
323;BK-R50R-60;2;Road-650 Red, 60;Carretera-650 Rojo, 60;486,7066;VERDADERO;Rojo;100;75;782,99;60;60-62 CM;19,9;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
324;BK-R50R-62;2;Road-650 Red, 62;Carretera-650 Rojo, 62;413,1463;VERDADERO;Rojo;100;75;699,0982;62;60-62 CM;20;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
325;BK-R50R-62;2;Road-650 Red, 62;Carretera-650 Rojo, 62;486,7066;VERDADERO;Rojo;100;75;782,99;62;60-62 CM;20;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
326;BK-R50R-44;2;Road-650 Red, 44;Carretera-650 Rojo, 44;413,1463;VERDADERO;Rojo;100;75;699,0982;44;42-46 CM;18,77;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
327;BK-R50R-44;2;Road-650 Red, 44;Carretera-650 Rojo, 44;486,7066;VERDADERO;Rojo;100;75;782,99;44;42-46 CM;18,77;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
328;BK-R50R-48;2;Road-650 Red, 48;Carretera-650 Rojo, 48;413,1463;VERDADERO;Rojo;100;75;699,0982;48;48-52 CM;19,13;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
329;BK-R50R-48;2;Road-650 Red, 48;Carretera-650 Rojo, 48;486,7066;VERDADERO;Rojo;100;75;782,99;48;48-52 CM;19,13;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
330;BK-R50R-52;2;Road-650 Red, 52;Carretera-650 Rojo, 52;413,1463;VERDADERO;Rojo;100;75;699,0982;52;48-52 CM;19,42;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
331;BK-R50R-52;2;Road-650 Red, 52;Carretera-650 Rojo, 52;486,7066;VERDADERO;Rojo;100;75;782,99;52;48-52 CM;19,42;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
332;BK-R50B-58;2;Road-650 Black, 58;Carretera-650 Negro, 58;413,1463;VERDADERO;Negro;100;75;699,0982;58;54-58 CM;19,79;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
333;BK-R50B-58;2;Road-650 Black, 58;Carretera-650 Negro, 58;486,7066;VERDADERO;Negro;100;75;782,99;58;54-58 CM;19,79;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
334;BK-R50B-60;2;Road-650 Black, 60;Carretera-650 Negro, 60;413,1463;VERDADERO;Negro;100;75;699,0982;60;60-62 CM;19,9;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
335;BK-R50B-60;2;Road-650 Black, 60;Carretera-650 Negro, 60;486,7066;VERDADERO;Negro;100;75;782,99;60;60-62 CM;19,9;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
336;BK-R50B-62;2;Road-650 Black, 62;Carretera-650 Negro, 62;413,1463;VERDADERO;Negro;100;75;699,0982;62;60-62 CM;20;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
337;BK-R50B-62;2;Road-650 Black, 62;Carretera-650 Negro, 62;486,7066;VERDADERO;Negro;100;75;782,99;62;60-62 CM;20;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
338;BK-R50B-44;2;Road-650 Black, 44;Carretera-650 Negro, 44;413,1463;VERDADERO;Negro;100;75;699,0982;44;42-46 CM;18,77;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
339;BK-R50B-44;2;Road-650 Black, 44;Carretera-650 Negro, 44;486,7066;VERDADERO;Negro;100;75;782,99;44;42-46 CM;18,77;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
340;BK-R50B-48;2;Road-650 Black, 48;Carretera-650 Negro, 48;413,1463;VERDADERO;Negro;100;75;699,0982;48;48-52 CM;19,13;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
341;BK-R50B-48;2;Road-650 Black, 48;Carretera-650 Negro, 48;486,7066;VERDADERO;Negro;100;75;782,99;48;48-52 CM;19,13;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
342;BK-R50B-52;2;Road-650 Black, 52;Carretera-650 Negro, 52;413,1463;VERDADERO;Negro;100;75;699,0982;52;48-52 CM;19,42;4;R ;419,4589;L ;U ;Road-650;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
343;BK-R50B-52;2;Road-650 Black, 52;Carretera-650 Negro, 52;486,7066;VERDADERO;Negro;100;75;782,99;52;48-52 CM;19,42;4;R ;469,794;L ;U ;Road-650;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
344;BK-M82S-38;1;Mountain-100 Silver, 38;Montaña-100 De Plata, 38;1912,1544;VERDADERO;Plateado;100;75;3399,99;38;38-40 CM;20,35;4;M ;2039,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
345;BK-M82S-42;1;Mountain-100 Silver, 42;Mountain-100 De Plata, 42;1912,1544;VERDADERO;Plateado;100;75;3399,99;42;42-46 CM;20,77;4;M ;2039,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
346;BK-M82S-44;1;Mountain-100 Silver, 44;Montaña-100 De Plata, 44;1912,1544;VERDADERO;Plateado;100;75;3399,99;44;42-46 CM;21,13;4;M ;2039,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
347;BK-M82S-48;1;Mountain-100 Silver, 48;Montaña-100 De Plata, 48;1912,1544;VERDADERO;Plateado;100;75;3399,99;48;48-52 CM;21,42;4;M ;2039,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
348;BK-M82B-38;1;Mountain-100 Black, 38;Montaña-100 Negro, 38;1898,0944;VERDADERO;Negro;100;75;3374,99;38;38-40 CM;20,35;4;M ;2024,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
349;BK-M82B-42;1;Mountain-100 Black, 42;Montaña-100 Negro, 42;1898,0944;VERDADERO;Negro;100;75;3374,99;42;42-46 CM;20,77;4;M ;2024,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
350;BK-M82B-44;1;Mountain-100 Black, 44;Montaña-100 Negro, 44;1898,0944;VERDADERO;Negro;100;75;3374,99;44;42-46 CM;21,13;4;M ;2024,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
351;BK-M82B-48;1;Mountain-100 Black, 48;Montaña-100 Negro, 48;1898,0944;VERDADERO;Negro;100;75;3374,99;48;48-52 CM;21,42;4;M ;2024,994;H ;U ;Mountain-100;01/07/2011 0:00;28/12/2007 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
352;BK-M68S-38;1;Mountain-200 Silver, 38;Montaña-200 De Plata, 38;1117,8559;VERDADERO;Plateado;100;75;2071,4196;38;38-40 CM;23,35;4;M ;1242,8518;H ;U ;Mountain-200;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
353;BK-M68S-38;1;Mountain-200 Silver, 38;Montaña-200 De Plata, 38;1265,6195;VERDADERO;Plateado;100;75;2319,99;38;38-40 CM;23,35;4;M ;1391,994;H ;U ;Mountain-200;01/07/2013 0:00;;Activo;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
354;BK-M68S-42;1;Mountain-200 Silver, 42;Mountain-200 De Plata, 42;1117,8559;VERDADERO;Plateado;100;75;2071,4196;42;42-46 CM;23,77;4;M ;1242,8518;H ;U ;Mountain-200;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
355;BK-M68S-42;1;Mountain-200 Silver, 42;Mountain-200 De Plata, 42;1265,6195;VERDADERO;Plateado;100;75;2319,99;42;42-46 CM;23,77;4;M ;1391,994;H ;U ;Mountain-200;01/07/2013 0:00;;Activo;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
356;BK-M68S-46;1;Mountain-200 Silver, 46;Montaña-200 De Plata, 46;1117,8559;VERDADERO;Plateado;100;75;2071,4196;46;42-46 CM;24,13;4;M ;1242,8518;H ;U ;Mountain-200;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
357;BK-M68S-46;1;Mountain-200 Silver, 46;Montaña-200 De Plata, 46;1265,6195;VERDADERO;Plateado;100;75;2319,99;46;42-46 CM;24,13;4;M ;1391,994;H ;U ;Mountain-200;01/07/2013 0:00;;Activo;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
358;BK-M68B-38;1;Mountain-200 Black, 38;Montaña-200 Negro, 38;1105,81;VERDADERO;Negro;100;75;2049,0982;38;38-40 CM;23,35;4;M ;1229,4589;H ;U ;Mountain-200;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
359;BK-M68B-38;1;Mountain-200 Black, 38;Montaña-200 Negro, 38;1251,9813;VERDADERO;Negro;100;75;2294,99;38;38-40 CM;23,35;4;M ;1376,994;H ;U ;Mountain-200;01/07/2013 0:00;;Activo;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
360;BK-M68B-42;1;Mountain-200 Black, 42;Montaña-200 Negro, 42;1105,81;VERDADERO;Negro;100;75;2049,0982;42;42-46 CM;23,77;4;M ;1229,4589;H ;U ;Mountain-200;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
361;BK-M68B-42;1;Mountain-200 Black, 42;Montaña-200 Negro, 42;1251,9813;VERDADERO;Negro;100;75;2294,99;42;42-46 CM;23,77;4;M ;1376,994;H ;U ;Mountain-200;01/07/2013 0:00;;Activo;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
362;BK-M68B-46;1;Mountain-200 Black, 46;Montaña-200 Negro, 46;1105,81;VERDADERO;Negro;100;75;2049,0982;46;42-46 CM;24,13;4;M ;1229,4589;H ;U ;Mountain-200;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
363;BK-M68B-46;1;Mountain-200 Black, 46;Montaña-200 Negro, 46;1251,9813;VERDADERO;Negro;100;75;2294,99;46;42-46 CM;24,13;4;M ;1376,994;H ;U ;Mountain-200;01/07/2013 0:00;;Activo;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
364;BK-M47B-38;1;Mountain-300 Black, 38;Montaña-300 Negro, 38;598,4354;VERDADERO;Negro;100;75;1079,99;38;38-40 CM;25,35;4;M ;647,994;M ;U ;Mountain-300;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
365;BK-M47B-40;1;Mountain-300 Black, 40;Montaña-300 Negro, 40;598,4354;VERDADERO;Negro;100;75;1079,99;40;38-40 CM;25,77;4;M ;647,994;M ;U ;Mountain-300;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
366;BK-M47B-44;1;Mountain-300 Black, 44;Montaña-300 Negro, 44;598,4354;VERDADERO;Negro;100;75;1079,99;44;42-46 CM;26,13;4;M ;647,994;M ;U ;Mountain-300;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
367;BK-M47B-48;1;Mountain-300 Black, 48;Montaña-300 Negro, 48;598,4354;VERDADERO;Negro;100;75;1079,99;48;48-52 CM;26,42;4;M ;647,994;M ;U ;Mountain-300;01/07/2012 0:00;27/12/2008 0:00;;Mountain Bikes;Bicicleta de montaña;1;Bikes;Bicicleta
368;BK-R89R-44;2;Road-250 Red, 44;Carretera-250 Rojo, 44;1518,7864;VERDADERO;Rojo;100;75;2443,35;44;42-46 CM;14,77;4;R ;1466,01;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
369;BK-R89R-48;2;Road-250 Red, 48;Carretera-250 Rojo, 48;1518,7864;VERDADERO;Rojo;100;75;2443,35;48;48-52 CM;15,13;4;R ;1466,01;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
370;BK-R89R-52;2;Road-250 Red, 52;Carretera-250 Rojo, 52;1518,7864;VERDADERO;Rojo;100;75;2443,35;52;48-52 CM;15,42;4;R ;1466,01;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
371;BK-R89R-58;2;Road-250 Red, 58;Carretera-250 Rojo, 58;1320,6838;VERDADERO;Rojo;100;75;2181,5625;58;54-58 CM;15,79;4;R ;1308,9375;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
372;BK-R89R-58;2;Road-250 Red, 58;Carretera-250 Rojo, 58;1554,9479;VERDADERO;Rojo;100;75;2443,35;58;54-58 CM;15,79;4;R ;1466,01;H ;U ;Road-250;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
373;BK-R89B-44;2;Road-250 Black, 44;Carretera-250 Negro, 44;1320,6838;VERDADERO;Negro;100;75;2181,5625;44;42-46 CM;14,77;4;R ;1308,9375;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
374;BK-R89B-44;2;Road-250 Black, 44;Carretera-250 Negro, 44;1554,9479;VERDADERO;Negro;100;75;2443,35;44;42-46 CM;14,77;4;R ;1466,01;H ;U ;Road-250;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
375;BK-R89B-48;2;Road-250 Black, 48;Carretera-250 Negro, 48;1320,6838;VERDADERO;Negro;100;75;2181,5625;48;48-52 CM;15,13;4;R ;1308,9375;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
376;BK-R89B-48;2;Road-250 Black, 48;Carretera-250 Negro, 48;1554,9479;VERDADERO;Negro;100;75;2443,35;48;48-52 CM;15,13;4;R ;1466,01;H ;U ;Road-250;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
377;BK-R89B-52;2;Road-250 Black, 52;Carretera-250 Negro, 52;1320,6838;VERDADERO;Negro;100;75;2181,5625;52;48-52 CM;15,42;4;R ;1308,9375;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
378;BK-R89B-52;2;Road-250 Black, 52;Carretera-250 Negro, 52;1554,9479;VERDADERO;Negro;100;75;2443,35;52;48-52 CM;15,42;4;R ;1466,01;H ;U ;Road-250;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
379;BK-R89B-58;2;Road-250 Black, 58;Carretera-250 Negro, 58;1320,6838;VERDADERO;Negro;100;75;2181,5625;58;54-58 CM;15,68;4;R ;1308,9375;H ;U ;Road-250;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
380;BK-R89B-58;2;Road-250 Black, 58;Carretera-250 Negro, 58;1554,9479;VERDADERO;Negro;100;75;2443,35;58;54-58 CM;15,68;4;R ;1466,01;H ;U ;Road-250;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
381;BK-R64Y-38;2;Road-550-W Yellow, 38;Carretera-550-W Amarillo, 38;605,6492;VERDADERO;Amarillo;100;75;1000,4375;38;38-40 CM;17,35;4;R ;600,2625;M ;W ;Road-550-W;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
382;BK-R64Y-38;2;Road-550-W Yellow, 38;Carretera-550-W Amarillo, 38;713,0798;VERDADERO;Amarillo;100;75;1120,49;38;38-40 CM;17,35;4;R ;672,294;M ;W ;Road-550-W;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
383;BK-R64Y-40;2;Road-550-W Yellow, 40;Carretera-550-W Amarillo, 40;605,6492;VERDADERO;Amarillo;100;75;1000,4375;40;38-40 CM;17,77;4;R ;600,2625;M ;W ;Road-550-W;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
384;BK-R64Y-40;2;Road-550-W Yellow, 40;Carretera-550-W Amarillo, 40;713,0798;VERDADERO;Amarillo;100;75;1120,49;40;38-40 CM;17,77;4;R ;672,294;M ;W ;Road-550-W;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
385;BK-R64Y-42;2;Road-550-W Yellow, 42;Carretera-550-W Amarillo, 42;605,6492;VERDADERO;Amarillo;100;75;1000,4375;42;42-46 CM;18,13;4;R ;600,2625;M ;W ;Road-550-W;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
386;BK-R64Y-42;2;Road-550-W Yellow, 42;Carretera-550-W Amarillo, 42;713,0798;VERDADERO;Amarillo;100;75;1120,49;42;42-46 CM;18,13;4;R ;672,294;M ;W ;Road-550-W;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
387;BK-R64Y-44;2;Road-550-W Yellow, 44;Carretera-550-W Amarillo, 44;605,6492;VERDADERO;Amarillo;100;75;1000,4375;44;42-46 CM;18,42;4;R ;600,2625;M ;W ;Road-550-W;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
388;BK-R64Y-44;2;Road-550-W Yellow, 44;Carretera-550-W Amarillo, 44;713,0798;VERDADERO;Amarillo;100;75;1120,49;44;42-46 CM;18,42;4;R ;672,294;M ;W ;Road-550-W;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
389;BK-R64Y-48;2;Road-550-W Yellow, 48;Carretera-550-W Amarillo, 48;605,6492;VERDADERO;Amarillo;100;75;1000,4375;48;48-52 CM;18,68;4;R ;600,2625;M ;W ;Road-550-W;01/07/2012 0:00;27/12/2008 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
390;BK-R64Y-48;2;Road-550-W Yellow, 48;Carretera-550-W Amarillo, 48;713,0798;VERDADERO;Amarillo;100;75;1120,49;48;48-52 CM;18,68;4;R ;672,294;M ;W ;Road-550-W;01/07/2013 0:00;;Activo;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
391;FK-1639;10;LL Fork;Ll Tenedor;65,8097;VERDADERO;NA;500;375;148,22;;NA;;1;;88,932;L ;;LL Fork;01/07/2012 0:00;27/12/2008 0:00;;Forks;Horquilla;2;Components;Componente
392;FK-5136;10;ML Fork;Ml Tenedor;77,9176;VERDADERO;NA;500;375;175,49;;NA;;1;;105,294;M ;;ML Fork;01/07/2012 0:00;27/12/2008 0:00;;Forks;Horquilla;2;Components;Componente
393;FK-9939;10;HL Fork;Hl Tenedor;101,8936;VERDADERO;NA;500;375;229,49;;NA;;1;;137,694;H ;;HL Fork;01/07/2012 0:00;27/12/2008 0:00;;Forks;Horquilla;2;Components;Componente
394;HS-0296;11;LL Headset;Ll Headset;15,1848;VERDADERO;NA;500;375;34,2;;NA;;1;;20,52;L ;;LL Headset;01/07/2012 0:00;27/12/2008 0:00;;Headsets;Dirección;2;Components;Componente
395;HS-2451;11;ML Headset;Ml Headset;45,4168;VERDADERO;NA;500;375;102,29;;NA;;1;;61,374;M ;;ML Headset;01/07/2012 0:00;27/12/2008 0:00;;Headsets;Dirección;2;Components;Componente
396;HS-3479;11;HL Headset;Hl Headset;55,3801;VERDADERO;NA;500;375;124,73;;NA;;1;;74,838;H ;;HL Headset;01/07/2012 0:00;27/12/2008 0:00;;Headsets;Dirección;2;Components;Componente
397;HB-M243;4;LL Mountain Handlebars;Ll Montaña Manillares;17,978;VERDADERO;NA;500;375;40,4909;;NA;;1;M ;24,2945;L ;;LL Mountain Handlebars;01/07/2012 0:00;27/12/2008 0:00;;Handlebars;Barra;2;Components;Componente
398;HB-M243;4;LL Mountain Handlebars;Ll Montaña Manillares;19,7758;VERDADERO;NA;500;375;44,54;;NA;;1;M ;26,724;L ;;LL Mountain Handlebars;01/07/2013 0:00;;Activo;Handlebars;Barra;2;Components;Componente
399;HB-M763;4;ML Mountain Handlebars;Ml Montaña Manillares;24,9932;VERDADERO;NA;500;375;56,2909;;NA;;1;M ;33,7745;M ;;ML Mountain Handlebars;01/07/2012 0:00;27/12/2008 0:00;;Handlebars;Barra;2;Components;Componente
400;HB-M763;4;ML Mountain Handlebars;Ml Montaña Manillares;27,4925;VERDADERO;NA;500;375;61,92;;NA;;1;M ;37,152;M ;;ML Mountain Handlebars;01/07/2013 0:00;;Activo;Handlebars;Barra;2;Components;Componente
401;HB-M918;4;HL Mountain Handlebars;Hl Montaña Manillares;48,5453;VERDADERO;NA;500;375;109,3364;;NA;;1;M ;65,6018;H ;;HL Mountain Handlebars;01/07/2012 0:00;27/12/2008 0:00;;Handlebars;Barra;2;Components;Componente
402;HB-M918;4;HL Mountain Handlebars;Hl Montaña Manillares;53,3999;VERDADERO;NA;500;375;120,27;;NA;;1;M ;72,162;H ;;HL Mountain Handlebars;01/07/2013 0:00;;Activo;Handlebars;Barra;2;Components;Componente
403;HB-R504;4;LL Road Handlebars;Ll Manillares De Carretera;17,978;VERDADERO;NA;500;375;40,4909;;NA;;1;R ;24,2945;L ;;LL Road Handlebars;01/07/2012 0:00;27/12/2008 0:00;;Handlebars;Barra;2;Components;Componente
404;HB-R504;4;LL Road Handlebars;Ll Manillares De Carretera;19,7758;VERDADERO;NA;500;375;44,54;;NA;;1;R ;26,724;L ;;LL Road Handlebars;01/07/2013 0:00;;Activo;Handlebars;Barra;2;Components;Componente
405;HB-R720;4;ML Road Handlebars;Ml Manillares De Carretera;24,9932;VERDADERO;NA;500;375;56,2909;;NA;;1;R ;33,7745;M ;;ML Road Handlebars;01/07/2012 0:00;27/12/2008 0:00;;Handlebars;Barra;2;Components;Componente
406;HB-R720;4;ML Road Handlebars;Ml Manillares De Carretera;27,4925;VERDADERO;NA;500;375;61,92;;NA;;1;R ;37,152;M ;;ML Road Handlebars;01/07/2013 0:00;;Activo;Handlebars;Barra;2;Components;Componente
